ICB23CD,ICB23NM,Der_Financial_Year,EC_Department_Type,mh_snomed,mhsds_flag,attends,left_b4_completion
E54000064,NHS Sussex Integrated Care Board,2022/23,3,1,0,146,3
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,4,0,1,6271,213
E54000037,NHS Devon Integrated Care Board,2023/24,4,0,1,26,2
E54000037,NHS Devon Integrated Care Board,2020/21,4,0,1,343,14
E54000041,NHS Dorset Integrated Care Board,2022/23,3,1,0,5,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,5,0,0,70,0
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,4,0,1,30,3
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,1,1,0,250,3
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,3,0,1,9273,78
E54000037,NHS Devon Integrated Care Board,2022/23,1,0,1,20993,3125
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,3,0,0,31046,618
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,3,0,1,5447,77
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,1,1,0,415,4
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,5,0,0,7,0
E54000034,NHS Frimley Integrated Care Board,2020/21,1,0,1,12363,175
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,3,0,0,14785,982
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,4,1,1,19,1
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,4,0,0,111,5
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,3,0,0,51160,1690
E54000041,NHS Dorset Integrated Care Board,2019/20,1,0,0,38108,1974
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,1,1,0,199,3
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2023/24,1,1,0,120,0
E54000062,NHS Black Country Integrated Care Board,2022/23,1,0,0,96563,4867
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,1,0,1,7430,266
E54000037,NHS Devon Integrated Care Board,2021/22,3,0,1,6440,152
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,1,0,1,54223,4490
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,1,1,0,94,1
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2022/23,3,0,0,19104,1128
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,1,1,1,2645,40
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,1,1,1,1052,20
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,1,0,1,17924,884
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,1,1,39,0
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,3,1,1,19,0
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,1,0,0,75834,2181
E54000029,NHS North East London Integrated Care Board,2023/24,3,0,1,20347,830
E54000038,NHS Somerset Integrated Care Board,2022/23,1,1,0,45,0
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,3,0,1,2966,82
E54000041,NHS Dorset Integrated Care Board,2019/20,3,0,0,16513,291
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2023/24,4,0,0,1214,54
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,0,1,50372,3077
E54000062,NHS Black Country Integrated Care Board,2019/20,4,0,0,7028,117
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,3,0,1,4877,61
E54000062,NHS Black Country Integrated Care Board,2021/22,5,0,1,1,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,5,0,0,1,0
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,1,1,0,104,3
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,1,0,0,57369,3876
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,3,0,0,13685,212
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,3,1,0,32,0
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,4,0,1,3365,254
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,5,0,0,6585,0
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,1,0,0,41069,1457
E54000027,NHS North West London Integrated Care Board,2020/21,5,0,1,123,4
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,1,0,1,28153,1021
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,5,0,1,42,0
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,1,1,1,1129,76
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,5,0,0,1,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,3,1,1,4,0
E54000030,NHS South East London Integrated Care Board,2019/20,1,1,1,1600,41
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,3,0,0,51819,2286
E54000029,NHS North East London Integrated Care Board,2022/23,1,1,1,1726,52
E54000030,NHS South East London Integrated Care Board,2023/24,1,0,1,23379,1709
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,3,0,1,14222,901
E54000037,NHS Devon Integrated Care Board,2021/22,1,0,1,23129,2759
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,5,0,0,12,0
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,1,1,1,1419,59
E54000062,NHS Black Country Integrated Care Board,2021/22,1,0,0,89495,3450
E54000034,NHS Frimley Integrated Care Board,2021/22,3,1,1,4,0
E54000064,NHS Sussex Integrated Care Board,2019/20,5,0,0,1,0
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,4,1,1,7,1
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,3,1,0,5,0
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,3,0,1,9234,401
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,4,0,1,5093,254
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,5,0,1,4530,46
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,4,0,0,37,1
E54000037,NHS Devon Integrated Care Board,2021/22,1,1,1,1351,134
E54000030,NHS South East London Integrated Care Board,2019/20,3,1,1,225,11
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,5,0,0,3,0
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,4,0,1,952,14
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,1,1,0,39,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,4,0,1,32,1
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,5,0,0,2200,21
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,1,1,0,43,2
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,0,0,18775,271
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,5,0,1,19,0
E54000028,NHS North Central London Integrated Care Board,2023/24,1,0,0,96325,6536
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,5,0,0,45,0
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,3,1,1,16,1
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,4,0,0,3805,51
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,1,0,1,6117,383
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,4,0,0,109,1
E54000034,NHS Frimley Integrated Care Board,2021/22,4,0,0,1054,4
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,1,0,183,1
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,4,0,1,2,0
E54000030,NHS South East London Integrated Care Board,2019/20,4,1,0,1,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,3,0,0,33437,1162
E54000062,NHS Black Country Integrated Care Board,2019/20,1,0,1,31458,1167
E54000038,NHS Somerset Integrated Care Board,2023/24,5,0,1,3,1
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,1,0,0,83600,3719
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,3,0,1,6287,65
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,3,1,0,89,1
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,5,0,0,6,0
E54000031,NHS South West London Integrated Care Board,2019/20,3,0,0,52451,650
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,1,0,1,65696,3926
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,1,1,1,1618,54
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,3,1,0,76,0
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,1,0,0,208787,8215
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,4,0,1,19,1
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,3,0,0,30057,1120
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,5,0,0,14,0
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,4,0,1,20,0
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,4,0,1,28,1
E54000037,NHS Devon Integrated Care Board,2021/22,1,1,0,182,6
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,4,0,1,11,3
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,4,0,0,27,1
E54000027,NHS North West London Integrated Care Board,2019/20,4,1,0,3,0
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,1,0,1,37546,3537
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,1,1,1042,27
E54000031,NHS South West London Integrated Care Board,2023/24,5,1,1,5,0
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,3,0,1,9222,226
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,1,1,1,2452,36
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,4,0,0,74,2
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,1,0,1,37227,3036
E54000028,NHS North Central London Integrated Care Board,2023/24,3,1,1,94,1
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,1,0,1,26977,1525
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,4,0,1,24,0
E54000064,NHS Sussex Integrated Care Board,2023/24,1,0,0,85490,4188
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,4,0,1,2383,40
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,1,0,1,58727,6161
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,1,1,0,141,2
E54000034,NHS Frimley Integrated Care Board,2020/21,5,0,0,354,0
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,3,1,0,22,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,4,0,1,18,2
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,1,1,1,2643,84
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,4,0,1,118,9
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,3,0,0,14538,547
E54000064,NHS Sussex Integrated Care Board,2023/24,5,0,0,42,1
E54000034,NHS Frimley Integrated Care Board,2021/22,5,1,1,45,0
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,4,0,0,35,0
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,1,0,0,207694,15043
E54000029,NHS North East London Integrated Care Board,2023/24,5,0,1,1184,16
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,1,0,0,121713,3989
E54000027,NHS North West London Integrated Care Board,2021/22,5,1,1,4,0
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2021/22,5,0,1,8,0
E54000027,NHS North West London Integrated Care Board,2023/24,1,0,1,27224,2336
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,4,0,1,5934,193
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,3,0,1,37802,808
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,1,0,1,12574,1231
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,3,1,1,206,2
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,3,1,0,70,0
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,5,0,0,2,0
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,4,1,0,5,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,3,1,1,53,0
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,5,1,1,2,0
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,0,1,22623,2280
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,3,1,0,32,0
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,3,0,1,3855,36
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,3,0,1,19254,923
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2023/24,1,1,0,135,2
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,5,0,0,95,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,1,0,47,1
E54000037,NHS Devon Integrated Care Board,2022/23,1,1,1,1255,122
E54000038,NHS Somerset Integrated Care Board,2022/23,3,1,0,36,0
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,3,1,1,47,2
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,4,0,0,18105,608
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,1,0,1,33959,2713
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,1,0,0,32189,1604
E54000027,NHS North West London Integrated Care Board,2021/22,1,0,0,111689,3549
E54000031,NHS South West London Integrated Care Board,2023/24,1,1,0,130,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,0,1,7461,295
E54000029,NHS North East London Integrated Care Board,2022/23,3,1,0,141,2
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,3,1,0,57,1
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,3,1,0,51,0
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,4,1,0,20,0
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,4,0,1,15,0
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,5,0,0,1,0
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,3,1,0,9,0
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,1,0,1,13597,1085
E54000041,NHS Dorset Integrated Care Board,2022/23,3,0,1,3248,19
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2023/24,1,0,1,24046,2497
E54000038,NHS Somerset Integrated Care Board,2022/23,1,1,1,205,6
E54000041,NHS Dorset Integrated Care Board,2019/20,3,1,1,37,0
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,5,0,1,13,1
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,4,0,1,8,0
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,4,0,0,28,1
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,1,0,0,249887,17744
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,5,0,1,25,0
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,1,0,0,14947,212
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,3,0,0,14253,243
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2023/24,3,0,0,1851,69
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,3,1,1,103,1
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,1,0,1,12280,1205
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,4,0,0,42,0
E54000028,NHS North Central London Integrated Care Board,2023/24,3,0,1,11899,878
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2023/24,4,1,1,15,0
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,5,1,1,3,0
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,5,0,0,2,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,4,0,1,21,0
E54000062,NHS Black Country Integrated Care Board,2022/23,1,1,1,2014,35
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,3,0,1,1644,79
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,1,1,1,1374,56
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,1,0,0,98790,3761
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,4,0,1,143,21
E54000041,NHS Dorset Integrated Care Board,2019/20,1,1,1,730,21
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,3,0,1,3103,61
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,4,1,1,3,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,3,0,0,5151,24
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,1,1,1,2163,34
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,5,1,0,2,0
E54000062,NHS Black Country Integrated Care Board,2020/21,4,0,1,3,0
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,4,0,1,42,4
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,1,1,1,1130,18
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,1,1,0,110,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,1,0,41,0
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,3,0,0,15249,398
E54000030,NHS South East London Integrated Care Board,2023/24,4,0,1,63,4
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,4,0,0,74,3
E54000031,NHS South West London Integrated Care Board,2021/22,5,0,0,130,0
E54000030,NHS South East London Integrated Care Board,2020/21,4,1,0,1,0
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,3,0,1,8338,70
E54000028,NHS North Central London Integrated Care Board,2022/23,1,0,1,30933,3167
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,3,0,0,12552,450
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,0,1,7370,263
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,3,1,0,13,1
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,3,0,0,4249,137
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,4,0,1,11,0
E54000030,NHS South East London Integrated Care Board,2020/21,4,0,1,14,0
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,3,0,1,34344,362
E54000062,NHS Black Country Integrated Care Board,2020/21,1,0,0,49883,583
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,3,0,0,62088,2287
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,1,0,0,90217,3665
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,1,0,245,4
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,1,1,1,1273,32
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,3,0,0,15794,311
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,3,0,0,6656,58
E54000038,NHS Somerset Integrated Care Board,2021/22,3,0,1,6800,179
E54000028,NHS North Central London Integrated Care Board,2019/20,4,1,0,1,0
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,3,1,1,8,0
E54000034,NHS Frimley Integrated Care Board,2019/20,3,1,1,1,0
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,1,1,0,117,3
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,1,0,1,38852,2376
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,5,0,0,33,0
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,3,0,1,15499,260
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2023/24,4,0,1,18,1
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,1,1,0,125,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,5,1,1,1,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,3,1,0,4,0
E54000064,NHS Sussex Integrated Care Board,2019/20,4,0,1,54,3
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,1,0,0,60865,2647
E54000062,NHS Black Country Integrated Care Board,2023/24,3,0,0,78255,2740
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,4,0,1,26,1
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,3,1,1,68,0
E54000038,NHS Somerset Integrated Care Board,2022/23,5,0,0,3,0
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,1,1,1,1127,63
E54000031,NHS South West London Integrated Care Board,2023/24,4,0,1,138,1
E54000034,NHS Frimley Integrated Care Board,2019/20,5,0,1,253,0
E54000037,NHS Devon Integrated Care Board,2019/20,3,0,1,4831,89
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,4,0,0,120,3
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,4,0,1,23,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,4,0,1,5102,13
E54000041,NHS Dorset Integrated Care Board,2020/21,1,1,1,687,8
E54000041,NHS Dorset Integrated Care Board,2020/21,1,0,1,11976,302
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,3,0,0,1456,47
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,1,1,0,91,0
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,3,0,0,2260,84
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,1,1,1,539,16
E54000031,NHS South West London Integrated Care Board,2020/21,5,0,0,92,0
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,4,1,1,2,0
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,4,0,1,24,1
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,3,0,0,25613,848
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,5,0,1,1,0
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,3,1,0,2,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,4,1,0,1,0
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,4,0,1,6,1
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,1,1,0,68,1
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,5,0,0,51,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,5,0,1,5,0
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,5,0,1,135,0
E54000038,NHS Somerset Integrated Care Board,2020/21,1,0,1,8647,202
E54000038,NHS Somerset Integrated Care Board,2023/24,3,0,1,6087,102
E54000037,NHS Devon Integrated Care Board,2023/24,1,1,0,179,7
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,1,1,1,1746,44
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,3,1,0,11,0
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,4,0,1,51,3
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,3,1,0,42,0
E54000064,NHS Sussex Integrated Care Board,2020/21,1,0,1,26924,1106
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,1,1,1,747,31
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2023/24,1,1,1,715,4
E54000064,NHS Sussex Integrated Care Board,2020/21,3,1,0,55,2
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,1,1,0,97,1
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,3,0,0,49433,1004
E54000031,NHS South West London Integrated Care Board,2023/24,4,0,0,498,13
E54000029,NHS North East London Integrated Care Board,2021/22,3,0,1,12472,904
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,1,1,0,644,70
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,4,1,1,1,0
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,4,1,1,1,0
E54000027,NHS North West London Integrated Care Board,2022/23,3,1,0,104,2
E54000031,NHS South West London Integrated Care Board,2019/20,5,0,0,2,0
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,3,0,0,17774,191
E54000028,NHS North Central London Integrated Care Board,2022/23,3,1,1,79,0
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,3,0,0,7750,220
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,4,0,0,12342,181
E54000041,NHS Dorset Integrated Care Board,2021/22,1,0,0,42333,1612
E54000029,NHS North East London Integrated Care Board,2020/21,3,1,0,109,0
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,5,0,1,2,0
E54000064,NHS Sussex Integrated Care Board,2022/23,3,0,1,20202,1378
E54000030,NHS South East London Integrated Care Board,2022/23,3,1,1,146,2
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,4,0,0,19658,550
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,1,0,1,18609,770
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,0,0,62485,2105
E54000062,NHS Black Country Integrated Care Board,2023/24,3,1,0,15,0
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2022/23,4,0,0,139,8
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,1,1,1,1089,46
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,3,0,0,28492,166
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,1,1,0,306,9
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,4,0,1,27,1
E54000064,NHS Sussex Integrated Care Board,2023/24,1,1,1,2527,93
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,4,1,0,4,0
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,3,1,0,21,0
E54000028,NHS North Central London Integrated Care Board,2019/20,4,1,1,1,0
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,5,0,0,1,0
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,1,0,0,23044,1367
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,4,0,0,127,7
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,3,0,1,7243,169
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,4,0,0,257,10
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,3,0,1,14908,754
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,1,1,1,1467,41
E54000064,NHS Sussex Integrated Care Board,2021/22,3,0,1,20233,1231
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,4,0,1,19,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,4,0,1,11,0
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,4,1,0,1,0
