ICB23CD,ICB23NM,Der_Financial_Year,EC_Department_Type,toa,mh_snomed,attends
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,1,3,0,1295
E54000037,NHS Devon Integrated Care Board,2020/21,3,20,0,112
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,1,21,1,533
E54000029,NHS North East London Integrated Care Board,2020/21,1,19,0,20886
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,3,16,1,4
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,3,17,0,2809
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,1,23,1,491
E54000030,NHS South East London Integrated Care Board,2020/21,3,3,1,13
E54000028,NHS North Central London Integrated Care Board,2021/22,5,23,0,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,1,1,2
E54000028,NHS North Central London Integrated Care Board,2023/24,4,14,1,7
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,5,6,0,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,99,9,0,1
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,5,20,0,8
E54000031,NHS South West London Integrated Care Board,2020/21,3,2,1,3
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,3,7,1,1
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,5,23,1,1
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,3,2,1,1
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2023/24,1,10,0,2415
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,4,14,0,31
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,3,2,0,592
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,3,15,1,81
E54000034,NHS Frimley Integrated Care Board,2021/22,5,4,1,7
E54000034,NHS Frimley Integrated Care Board,2019/20,3,8,0,220
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,1,21,0,24408
E54000058,NHS Derby and Derbyshire Integrated Care Board,2023/24,3,14,0,15213
E54000064,NHS Sussex Integrated Care Board,2023/24,3,19,1,126
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,5,10,1,5
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,5,13,0,179
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,0,1,181
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,3,10,1,18
E54000041,NHS Dorset Integrated Care Board,2020/21,3,18,0,1482
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,2,0,8
E54000038,NHS Somerset Integrated Care Board,2023/24,1,16,1,42
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,4,19,0,1
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,3,19,0,1508
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,3,2,0,994
E54000027,NHS North West London Integrated Care Board,2020/21,1,10,0,20346
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,7,1,64
E54000031,NHS South West London Integrated Care Board,2020/21,4,9,0,1685
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,1,20,0,15512
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,19,0,3910
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,1,0,0,6303
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,4,16,0,1300
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,1,19,0,9639
E54000029,NHS North East London Integrated Care Board,2020/21,4,16,0,24
E54000031,NHS South West London Integrated Care Board,2022/23,1,19,1,216
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,1,8,0,7482
E54000038,NHS Somerset Integrated Care Board,2022/23,1,1,0,2568
E54000029,NHS North East London Integrated Care Board,2023/24,3,0,1,21
E54000041,NHS Dorset Integrated Care Board,2019/20,3,0,0,6
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,4,11,0,88
E54000034,NHS Frimley Integrated Care Board,2020/21,5,2,0,335
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,3,6,0,13
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,1,21,0,8102
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2023/24,1,6,1,36
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,4,16,0,24
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,1,9,1,80
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,3,16,1,10
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,1,15,0,11646
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,1,17,0,19411
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,4,18,0,60
E54000030,NHS South East London Integrated Care Board,2021/22,5,14,0,38
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,5,14,1,2
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,1,13,1,179
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,1,6,1,39
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2019/20,1,11,1,114
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,4,0,1519
E54000064,NHS Sussex Integrated Care Board,2020/21,1,10,1,326
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,1,11,0,15137
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,20,0,3834
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,5,18,1,1
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,1,13,1,166
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,5,13,0,5
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,3,16,0,2230
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,4,9,0,67
E54000064,NHS Sussex Integrated Care Board,2019/20,4,15,0,40
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,1,16,1,742
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,4,15,0,18
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,1,4,1,108
E54000031,NHS South West London Integrated Care Board,2022/23,5,21,0,78
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,3,12,1,19
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,3,1,44
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,1,5,1,87
E54000037,NHS Devon Integrated Care Board,2021/22,1,16,0,16122
E54000031,NHS South West London Integrated Care Board,2023/24,3,8,1,12
E54000031,NHS South West London Integrated Care Board,2022/23,5,18,0,216
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,4,19,0,2
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,1,9,0,11892
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,3,15,1,28
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2022/23,1,13,1,245
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,1,14,1,187
E54000034,NHS Frimley Integrated Care Board,2020/21,5,19,0,491
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,3,10,1,9
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2023/24,5,18,0,4
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,4,16,1,7
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,5,12,0,7
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,4,21,0,2
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,4,14,1,2
E54000062,NHS Black Country Integrated Care Board,2021/22,3,17,1,8
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,5,22,0,4
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,4,14,1,2
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,3,11,1,3
E54000031,NHS South West London Integrated Care Board,2023/24,5,7,1,1
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,3,9,1,13
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,3,15,1,1
E54000029,NHS North East London Integrated Care Board,2022/23,5,19,1,1
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,4,12,1,1
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,5,18,1,2
E54000034,NHS Frimley Integrated Care Board,2022/23,1,3,0,2658
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,1,22,1,137
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,9,0,9725
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,1,20,1,48
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,1,4,0,3072
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,1,10,0,16272
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,1,1,0,5102
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,3,17,1,85
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,1,16,0,18646
E54000031,NHS South West London Integrated Care Board,2022/23,3,19,1,11
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,1,22,0,11836
E54000030,NHS South East London Integrated Care Board,2021/22,3,13,1,65
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,3,2,1,11
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,12,1,190
E54000041,NHS Dorset Integrated Care Board,2019/20,3,19,0,1778
E54000030,NHS South East London Integrated Care Board,2019/20,3,11,1,63
E54000028,NHS North Central London Integrated Care Board,2021/22,1,22,0,15710
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,1,1,0,15761
E54000027,NHS North West London Integrated Care Board,2021/22,4,10,0,2777
E54000041,NHS Dorset Integrated Care Board,2023/24,3,19,0,1182
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,3,14,1,23
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,16,0,14666
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,3,20,0,2383
E54000029,NHS North East London Integrated Care Board,2023/24,1,9,0,26078
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,1,13,1,298
E54000029,NHS North East London Integrated Care Board,2023/24,1,0,1,229
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,1,17,0,7670
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,1,16,1,106
E54000062,NHS Black Country Integrated Care Board,2019/20,4,10,0,4953
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,1,21,0,7852
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,4,9,0,11
E54000031,NHS South West London Integrated Care Board,2020/21,3,3,0,104
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,3,7,0,3134
E54000057,NHS Greater Manchester Integrated Care Board,2023/24,1,11,0,61247
E54000028,NHS North Central London Integrated Care Board,2021/22,1,23,1,180
E54000064,NHS Sussex Integrated Care Board,2019/20,1,18,0,28061
E54000027,NHS North West London Integrated Care Board,2020/21,1,11,1,258
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,10,1,543
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,3,17,0,3815
E54000030,NHS South East London Integrated Care Board,2019/20,1,0,1,264
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,1,20,0,22042
E54000031,NHS South West London Integrated Care Board,2020/21,1,6,1,47
E54000031,NHS South West London Integrated Care Board,2020/21,5,11,0,212
E54000028,NHS North Central London Integrated Care Board,2022/23,1,5,0,5800
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,5,11,0,4
E54000037,NHS Devon Integrated Care Board,2022/23,1,1,0,4965
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,3,2,0,122
E54000064,NHS Sussex Integrated Care Board,2023/24,3,1,1,58
E54000062,NHS Black Country Integrated Care Board,2019/20,1,8,0,11978
E54000038,NHS Somerset Integrated Care Board,2023/24,3,13,0,7833
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,1,9,0,42792
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,1,9,0,7375
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,1,3,0,2825
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,1,1,1,219
E54000037,NHS Devon Integrated Care Board,2019/20,3,21,0,154
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,1,22,0,17116
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,1,12,0,27324
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2022/23,1,5,1,76
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,3,15,1,18
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,3,2,0,57
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,1,11,1,201
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,3,21,0,406
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,1,1,0,2478
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,4,17,0,535
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,5,19,0,1
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,1,1,0,8334
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,1,13,0,13305
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,3,7,0,528
E54000034,NHS Frimley Integrated Care Board,2021/22,5,10,0,1332
E54000028,NHS North Central London Integrated Care Board,2023/24,3,10,0,18557
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,3,8,0,1267
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2023/24,3,22,1,14
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,1,20,0,21694
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,3,9,0,5706
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,4,12,0,3856
E54000037,NHS Devon Integrated Care Board,2023/24,5,7,0,2
E54000037,NHS Devon Integrated Care Board,2022/23,5,19,0,1
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,3,17,1,9
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,4,9,1,1
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2023/24,5,13,0,3
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,5,10,0,3
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,5,15,0,7
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,5,13,0,8
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,4,19,0,6
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,3,9,1,3
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,5,1,0,5
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,3,8,1,1
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,3,5,1,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,4,14,1,1
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,3,0,1,2
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,3,11,1,2
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,5,12,0,2
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,5,17,0,1
E54000027,NHS North West London Integrated Care Board,2023/24,3,3,1,13
E54000030,NHS South East London Integrated Care Board,2023/24,1,16,0,23041
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,3,17,0,18328
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,4,19,0,15
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2023/24,5,6,0,28
E54000031,NHS South West London Integrated Care Board,2023/24,1,1,1,127
E54000029,NHS North East London Integrated Care Board,2020/21,1,0,0,11234
E54000064,NHS Sussex Integrated Care Board,2020/21,1,7,0,6485
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2022/23,3,14,0,4234
E54000028,NHS North Central London Integrated Care Board,2020/21,3,5,0,240
E54000038,NHS Somerset Integrated Care Board,2020/21,4,8,0,7
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,4,16,0,2810
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,1,16,1,231
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,1,11,0,6432
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,3,8,0,40257
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,1,23,1,141
E54000061,NHS South Yorkshire Integrated Care Board,2023/24,1,23,1,267
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,1,1,0,5068
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,1,9,0,9969
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,3,14,1,47
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,4,15,1,29
E54000022,NHS Norfolk and Waveney Integrated Care Board,2023/24,1,14,1,250
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,1,7,0,2390
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,23,0,211
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,1,19,1,200
E54000031,NHS South West London Integrated Care Board,2023/24,1,3,0,5897
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,5,2,0,1
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,1,12,1,461
E54000064,NHS Sussex Integrated Care Board,2021/22,1,12,0,24259
E54000034,NHS Frimley Integrated Care Board,2023/24,3,8,0,686
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,1,8,1,123
E54000030,NHS South East London Integrated Care Board,2019/20,1,19,1,375
E54000034,NHS Frimley Integrated Care Board,2020/21,3,3,0,12
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,1,0,0,11888
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,1,15,1,154
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,3,11,1,63
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,1,3,1,86
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,1,3,0,3443
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,1,20,1,144
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,1,5,0,1918
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,3,18,1,10
E54000029,NHS North East London Integrated Care Board,2022/23,4,21,0,4
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,3,22,0,3037
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,1,12,1,259
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,4,15,0,15
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,3,8,1,12
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,4,12,0,47
E54000038,NHS Somerset Integrated Care Board,2021/22,1,8,0,4982
E54000031,NHS South West London Integrated Care Board,2019/20,1,16,0,24949
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,3,9,1,20
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,1,5,0,7156
E54000037,NHS Devon Integrated Care Board,2022/23,1,4,1,100
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,5,11,0,866
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,5,13,0,475
E54000034,NHS Frimley Integrated Care Board,2021/22,5,0,0,449
E54000029,NHS North East London Integrated Care Board,2023/24,5,23,0,167
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,1,13,1,455
E54000038,NHS Somerset Integrated Care Board,2023/24,3,20,1,5
E54000062,NHS Black Country Integrated Care Board,2020/21,1,4,0,3464
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,5,21,0,2
E54000064,NHS Sussex Integrated Care Board,2019/20,1,3,1,244
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,1,15,0,6831
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,1,8,1,141
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,1,6,1,67
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,1,11,0,12379
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,22,0,10750
E54000064,NHS Sussex Integrated Care Board,2023/24,3,0,0,2187
E54000054,NHS West Yorkshire Integrated Care Board,2023/24,4,14,0,1404
E54000026,NHS Mid and South Essex Integrated Care Board,2022/23,1,18,1,360
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,1,5,1,169
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,3,14,0,8947
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,3,0,0,362
E54000062,NHS Black Country Integrated Care Board,2020/21,1,3,1,122
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,1,21,0,15838
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,3,23,0,3158
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,1,2,1,110
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,5,1,83
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,4,10,0,3383
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,3,13,1,9
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,5,18,0,5
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,3,21,1,4
E54000029,NHS North East London Integrated Care Board,2022/23,4,18,0,39
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,4,13,0,4
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,3,0,0,17
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,4,15,1,1
E54000030,NHS South East London Integrated Care Board,2023/24,99,15,0,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,4,17,1,2
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,3,8,1,4
E54000041,NHS Dorset Integrated Care Board,2023/24,3,1,0,5
E54000031,NHS South West London Integrated Care Board,2019/20,3,8,1,6
E54000031,NHS South West London Integrated Care Board,2020/21,3,23,1,11
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,1,23,1,7
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,5,18,0,2
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,3,3,0,2
E54000037,NHS Devon Integrated Care Board,2021/22,5,8,0,1
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,5,0,0,1
E54000037,NHS Devon Integrated Care Board,2020/21,3,23,1,1
E54000038,NHS Somerset Integrated Care Board,2020/21,3,20,1,5
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,4,20,0,1
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,3,5,0,50
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,1,9,1,167
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,1,3,0,5329
E54000028,NHS North Central London Integrated Care Board,2021/22,4,20,0,307
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,9,1,22
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,1,1,1,334
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,1,17,1,110
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,16,0,16361
E54000038,NHS Somerset Integrated Care Board,2023/24,3,16,0,6712
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,1,11,0,26708
E54000062,NHS Black Country Integrated Care Board,2021/22,3,8,0,7924
E54000028,NHS North Central London Integrated Care Board,2019/20,1,9,1,86
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,4,9,0,35
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,3,20,0,272
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,4,16,0,13
E54000041,NHS Dorset Integrated Care Board,2023/24,3,12,0,5164
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,1,6,0,4958
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,4,7,1,7
E54000029,NHS North East London Integrated Care Board,2019/20,1,14,0,33112
E54000028,NHS North Central London Integrated Care Board,2022/23,1,5,1,90
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,3,7,0,82
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,1,1,1,182
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,1,23,1,123
E54000041,NHS Dorset Integrated Care Board,2021/22,1,11,1,143
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,5,11,0,5
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,1,8,1,59
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,1,17,0,53194
E54000031,NHS South West London Integrated Care Board,2019/20,3,14,0,11813
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,3,16,0,3510
E54000029,NHS North East London Integrated Care Board,2021/22,5,8,0,494
E54000038,NHS Somerset Integrated Care Board,2021/22,3,13,1,29
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,3,3,0,33
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,1,6,0,4357
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,1,21,1,476
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,3,9,0,2405
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,3,15,0,17564
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2023/24,3,1,0,51
E54000041,NHS Dorset Integrated Care Board,2019/20,1,15,1,113
E54000038,NHS Somerset Integrated Care Board,2022/23,3,11,0,9145
E54000028,NHS North Central London Integrated Care Board,2022/23,5,22,0,5
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,3,11,0,2880
E54000037,NHS Devon Integrated Care Board,2022/23,3,19,0,1933
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,1,3,0,2185
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,3,9,1,18
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2022/23,4,13,1,8
E54000062,NHS Black Country Integrated Care Board,2021/22,3,3,0,237
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,1,13,0,14190
E54000031,NHS South West London Integrated Care Board,2022/23,4,19,0,690
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2023/24,1,8,0,12460
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,3,2,0,4
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,3,2,0,10
