age_group,ICB22CD,ICB22NM,SICBL22CD,SICBL22NM,IMD_Decile,rural_urban,gender,mh_symptom,mhsds_flag,Der_Financial_Year,MDS_Primary_Split,calls,cost
20-34,E54000061,NHS South Yorkshire Integrated Care Board,E38000044,NHS South Yorkshire ICB - 02X,8,Rural,female,0,0,2020/21,5.23 (Ambulance),1,12
75+,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,4,Urban,NULL,0,0,2019/20,NULL,7,120
60-74,E54000032,NHS Kent and Medway Integrated Care Board,E38000237,NHS Kent and Medway ICB - 91Q,1,Urban,male,0,1,2021/22,5.23 (Ambulance),6,132
75+,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000034,NHS Lancashire and South Cumbria ICB - 00X,9,Urban,female,0,0,2019/20,Recommended to Attend A&E,13,228
0-19,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000197,NHS Hertfordshire and West Essex ICB - 07H,10,Urban,female,0,1,2019/20,Recommended to Attend Primary and Community Care,16,288
0-19,E54000018,NHS Coventry and Warwickshire Integrated Care Board,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,1,Urban,male,1,1,2020/21,Recommended to Attend A&E,5,108
60-74,E54000022,NHS Norfolk and Waveney Integrated Care Board,E38000239,NHS Norfolk and Waveney ICB - 26A,8,Urban,female,0,1,2020/21,Recommended to Attend Primary and Community Care,130,2160
0-19,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,5,Urban,female,1,1,2020/21,5.23 (Ambulance),1,24
35-59,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000117,NHS Suffolk and North East Essex ICB - 06T,6,Rural,male,1,1,2019/20,Recommended to Attend Primary and Community Care,3,48
20-34,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000223,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 14Y,NULL,Rural,male,0,1,2020/21,5.26 (Other Service),47,564
60-74,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000204,NHS Suffolk and North East Essex ICB - 07K,NULL,Rural,male,0,1,2021/22,Recommended to Attend Other Service,5,60
20-34,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,6,Urban,male,0,1,2021/22,5.27b (Home Care),1,12
35-59,E54000054,NHS West Yorkshire Integrated Care Board,E38000232,NHS West Yorkshire ICB - 36J,9,Rural,male,1,1,2020/21,5.23 (Ambulance),2,36
75+,E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,E38000231,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,NULL,Rural,male,0,0,2021/22,Recommended to Attend Primary and Community Care,464,5568
20-34,E54000057,NHS Greater Manchester Integrated Care Board,E38000217,NHS Greater Manchester ICB - 14L,NULL,Urban,female,0,0,2020/21,Recommended to Attend Other Service,702,8424
60-74,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000204,NHS Suffolk and North East Essex ICB - 07K,NULL,Rural,male,0,1,2019/20,NULL,10,120
0-19,E54000061,NHS South Yorkshire Integrated Care Board,E38000044,NHS South Yorkshire ICB - 02X,1,Urban,male,0,1,2020/21,Recommended to Attend A&E,69,1488
0-19,E54000032,NHS Kent and Medway Integrated Care Board,E38000237,NHS Kent and Medway ICB - 91Q,6,Urban,male,0,0,2021/22,NULL,18,312
0-19,E54000053,NHS Sussex Integrated Care Board,E38000021,NHS Sussex ICB - 09D,7,Urban,female,0,0,2021/22,Not Recommended to Attend Other Service,19,312
75+,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000215,NHS North East and North Cumbria ICB - 01H,8,Urban,female,0,0,2020/21,Recommended to Attend Other Service,10,204
0-19,E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,E38000231,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,8,Urban,female,0,0,2019/20,5.27b (Home Care),17,324
75+,E54000062,NHS Black Country Integrated Care Board,E38000259,NHS Black Country ICB - D2P2L,3,Urban,female,0,0,2021/22,Recommended to Attend Primary and Community Care,57,1116
60-74,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000204,NHS Suffolk and North East Essex ICB - 07K,10,Rural,female,0,0,2020/21,Recommended to Attend Other Service,6,144
35-59,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000161,NHS Cheshire and Merseyside ICB - 01T,6,Urban,male,0,1,2020/21,Ambulance Dispatches,12,216
20-34,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000227,NHS Lancashire and South Cumbria ICB - 01E,NULL,Rural,female,0,0,2020/21,5.26 (Other Service),4,48
35-59,E54000027,NHS North West London Integrated Care Board,E38000256,NHS North West London ICB - W2U3Z,4,Urban,female,0,0,2019/20,5.26 (Other Service),591,10404
60-74,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000079,NHS Hertfordshire and West Essex ICB - 06N,NULL,Urban,NULL,0,1,2019/20,Not Recommended to Attend Other Service,2,24
60-74,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,8,Rural,NULL,0,0,2019/20,NULL,2,24
35-59,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,7,Rural,female,0,0,2021/22,NULL,1,24
20-34,E54000037,NHS Devon Integrated Care Board,E38000230,NHS Devon ICB - 15N,6,Rural,male,0,1,2019/20,Recommended to Attend Other Service,3,48
75+,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000050,NHS Lancashire and South Cumbria ICB - 01A,4,Urban,male,0,1,2021/22,Recommended to Attend Other Service,62,936
20-34,E54000054,NHS West Yorkshire Integrated Care Board,E38000232,NHS West Yorkshire ICB - 36J,8,Rural,male,0,1,2019/20,NULL,1,24
20-34,E54000034,NHS Frimley Integrated Care Board,E38000252,NHS Frimley ICB - D4U1Y,7,Rural,male,0,0,2020/21,5.26 (Other Service),11,264
35-59,E54000053,NHS Sussex Integrated Care Board,E38000248,NHS Sussex ICB - 70F,5,Urban,male,0,1,2021/22,5.23 (Ambulance),10,192
35-59,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000130,NHS North East and North Cumbria ICB - 00L,9,Rural,female,0,0,2020/21,Recommended to Attend Primary and Community Care,13,204
35-59,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000208,NHS Cheshire and Merseyside ICB - 12F,2,Urban,male,1,1,2021/22,Recommended to Attend A&E,1,12
75+,E54000057,NHS Greater Manchester Integrated Care Board,E38000135,NHS Greater Manchester ICB - 00Y,8,Urban,male,0,0,2019/20,NULL,13,204
60-74,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000208,NHS Cheshire and Merseyside ICB - 12F,8,Urban,female,0,1,2019/20,Ambulance Dispatches,30,636
20-34,E54000054,NHS West Yorkshire Integrated Care Board,E38000232,NHS West Yorkshire ICB - 36J,6,Urban,female,0,1,2019/20,5.26 (Other Service),2,24
75+,E54000026,NHS Mid and South Essex Integrated Care Board,E38000106,NHS Mid and South Essex ICB - 06Q,4,Rural,male,0,1,2021/22,Ambulance Dispatches,2,24
0-19,E54000022,NHS Norfolk and Waveney Integrated Care Board,E38000239,NHS Norfolk and Waveney ICB - 26A,4,Rural,female,1,1,2020/21,Not Recommended to Attend Other Service,1,12
20-34,E54000052,NHS Surrey Heartlands Integrated Care Board,E38000246,NHS Surrey Heartlands ICB - 92A,3,Urban,female,0,1,2020/21,5.23 (Ambulance),103,1812
35-59,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,E38000089,NHS Cornwall and the Isles of Scilly ICB - 11N,2,Rural,male,0,0,2021/22,Recommended to Attend A&E,3,72
20-34,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000194,NHS Cheshire and Merseyside ICB - 02E,6,Urban,male,0,1,2020/21,Not Recommended to Attend Other Service,19,300
35-59,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000085,NHS Humber and North Yorkshire ICB - 03F,3,Urban,male,0,0,2020/21,Recommended to Attend A&E,86,1608
20-34,E54000034,NHS Frimley Integrated Care Board,E38000252,NHS Frimley ICB - D4U1Y,6,Urban,female,1,1,2019/20,5.26 (Other Service),1,12
35-59,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000049,NHS Hertfordshire and West Essex ICB - 06K,8,Urban,female,0,0,2020/21,NULL,2,36
20-34,E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,E38000231,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,9,Urban,female,0,1,2021/22,Recommended to Attend Other Service,8,120
20-34,E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,E38000231,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,7,Urban,male,1,0,2021/22,Recommended to Attend A&E,4,60
60-74,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,10,Rural,female,0,0,2019/20,Recommended to Attend Other Service,31,684
20-34,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000227,NHS Lancashire and South Cumbria ICB - 01E,2,Urban,male,0,0,2020/21,5.27b (Home Care),12,252
35-59,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000122,NHS Humber and North Yorkshire ICB - 03K,NULL,Rural,male,0,1,2019/20,Recommended to Attend A&E,26,312
20-34,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,E38000089,NHS Cornwall and the Isles of Scilly ICB - 11N,6,Rural,male,0,1,2021/22,Recommended to Attend Primary and Community Care,11,216
60-74,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,8,Urban,male,0,0,2020/21,Ambulance Dispatches,10,204
20-34,E54000026,NHS Mid and South Essex Integrated Care Board,E38000185,NHS Mid and South Essex ICB - 07G,9,Urban,male,0,0,2019/20,Ambulance Dispatches,3,60
20-34,E54000026,NHS Mid and South Essex Integrated Care Board,E38000168,NHS Mid and South Essex ICB - 99G,4,Urban,female,0,0,2020/21,5.27b (Home Care),17,252
35-59,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000079,NHS Hertfordshire and West Essex ICB - 06N,9,Rural,male,0,0,2020/21,Not Recommended to Attend Other Service,29,600
0-19,E54000038,NHS Somerset Integrated Care Board,E38000150,NHS Somerset ICB - 11X,6,Rural,female,0,1,2019/20,Recommended to Attend A&E,7,108
0-19,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000122,NHS Humber and North Yorkshire ICB - 03K,NULL,Urban,male,0,0,2021/22,5.27b (Home Care),4,48
75+,E54000022,NHS Norfolk and Waveney Integrated Care Board,E38000239,NHS Norfolk and Waveney ICB - 26A,1,Urban,male,1,0,2019/20,Recommended to Attend Primary and Community Care,1,12
35-59,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000172,NHS Cheshire and Merseyside ICB - 01X,NULL,Rural,male,0,0,2021/22,5.27b (Home Care),1,12
35-59,E54000061,NHS South Yorkshire Integrated Care Board,E38000141,NHS South Yorkshire ICB - 03L,5,Rural,male,0,0,2019/20,NULL,2,24
20-34,E54000058,NHS Derby and Derbyshire Integrated Care Board,E38000261,NHS Derby and Derbyshire ICB - 15M,NULL,Rural,female,0,0,2021/22,Recommended to Attend Primary and Community Care,2465,29580
75+,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,3,Rural,female,0,0,2021/22,Recommended to Attend Primary and Community Care,2,24
75+,E54000030,NHS South East London Integrated Care Board,E38000244,NHS South East London ICB - 72Q,8,Urban,male,0,0,2021/22,5.27b (Home Care),6,108
60-74,E54000026,NHS Mid and South Essex Integrated Care Board,E38000106,NHS Mid and South Essex ICB - 06Q,9,Rural,female,0,0,2021/22,5.26 (Other Service),19,264
75+,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,4,Urban,female,1,0,2019/20,Not Recommended to Attend Other Service,1,12
0-19,E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,E38000051,NHS Leicester Leicestershire and Rutland ICB - 03W,10,Urban,male,0,0,2019/20,Recommended to Attend A&E,266,5604
20-34,E54000057,NHS Greater Manchester Integrated Care Board,E38000187,NHS Greater Manchester ICB - 02A,3,Urban,female,1,1,2020/21,Recommended to Attend Primary and Community Care,1,24
35-59,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,10,Urban,female,0,0,2019/20,Recommended to Attend Other Service,2,48
20-34,E54000059,NHS Northamptonshire Integrated Care Board,E38000262,NHS Northamptonshire ICB - 78H,7,Rural,male,1,0,2020/21,Recommended to Attend Primary and Community Care,1,12
20-34,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,6,Urban,male,0,0,2020/21,Recommended to Attend Other Service,10,168
75+,E54000026,NHS Mid and South Essex Integrated Care Board,E38000185,NHS Mid and South Essex ICB - 07G,5,Rural,male,0,1,2020/21,5.26 (Other Service),8,120
0-19,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,NULL,Rural,NULL,0,0,2019/20,Recommended to Attend Primary and Community Care,1,12
60-74,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000086,NHS Suffolk and North East Essex ICB - 06L,10,Urban,male,0,0,2020/21,Recommended to Attend Primary and Community Care,262,4848
75+,E54000054,NHS West Yorkshire Integrated Care Board,E38000225,NHS West Yorkshire ICB - 15F,5,Urban,male,0,1,2021/22,NULL,2,48
0-19,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,6,Rural,male,0,1,2021/22,Recommended to Attend Other Service,29,516
75+,E54000061,NHS South Yorkshire Integrated Care Board,E38000146,NHS South Yorkshire ICB - 03N,NULL,Rural,female,0,0,2019/20,Ambulance Dispatches,22,264
60-74,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,6,Urban,male,0,1,2019/20,Recommended to Attend Primary and Community Care,142,2304
60-74,E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,E38000097,NHS Leicester Leicestershire and Rutland ICB - 04C,4,Urban,male,0,1,2020/21,Not Recommended to Attend Other Service,101,1632
20-34,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000034,NHS Lancashire and South Cumbria ICB - 00X,1,Urban,female,0,0,2020/21,NULL,11,192
20-34,E54000058,NHS Derby and Derbyshire Integrated Care Board,E38000261,NHS Derby and Derbyshire ICB - 15M,1,Urban,female,1,0,2021/22,Recommended to Attend A&E,12,276
0-19,E54000026,NHS Mid and South Essex Integrated Care Board,E38000168,NHS Mid and South Essex ICB - 99G,1,Urban,male,0,0,2019/20,5.27b (Home Care),2,48
20-34,E54000058,NHS Derby and Derbyshire Integrated Care Board,E38000261,NHS Derby and Derbyshire ICB - 15M,6,Rural,male,0,0,2021/22,Recommended to Attend A&E,72,1260
60-74,E54000061,NHS South Yorkshire Integrated Care Board,E38000044,NHS South Yorkshire ICB - 02X,7,Urban,female,0,1,2020/21,NULL,3,72
75+,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,10,Rural,male,1,1,2021/22,Recommended to Attend Primary and Community Care,1,24
20-34,E54000026,NHS Mid and South Essex Integrated Care Board,E38000185,NHS Mid and South Essex ICB - 07G,8,Urban,male,0,0,2019/20,Recommended to Attend Primary and Community Care,164,3084
75+,E54000059,NHS Northamptonshire Integrated Care Board,E38000262,NHS Northamptonshire ICB - 78H,3,Rural,male,0,1,2019/20,Ambulance Dispatches,6,108
60-74,E54000057,NHS Greater Manchester Integrated Care Board,E38000016,NHS Greater Manchester ICB - 00T,2,Urban,male,0,1,2020/21,Not Recommended to Attend Other Service,35,756
75+,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000221,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,8,Rural,male,0,1,2021/22,5.23 (Ambulance),4,84
75+,E54000062,NHS Black Country Integrated Care Board,E38000259,NHS Black Country ICB - D2P2L,9,Urban,male,0,1,2020/21,Ambulance Dispatches,30,552
75+,E54000018,NHS Coventry and Warwickshire Integrated Care Board,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,7,Rural,male,0,0,2019/20,Recommended to Attend Primary and Community Care,309,5112
20-34,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000197,NHS Hertfordshire and West Essex ICB - 07H,7,Rural,male,0,1,2021/22,Ambulance Dispatches,3,72
75+,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,NULL,Rural,male,0,1,2020/21,5.26 (Other Service),89,1068
75+,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000247,NHS North East and North Cumbria ICB - 16C,2,Rural,female,0,1,2020/21,Recommended to Attend A&E,1,24
20-34,E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,E38000222,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,6,Rural,female,0,0,2019/20,Not Recommended to Attend Other Service,36,648
0-19,E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,E38000222,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,4,Rural,female,0,0,2021/22,Ambulance Dispatches,2,24
20-34,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000049,NHS Hertfordshire and West Essex ICB - 06K,6,Rural,female,0,1,2020/21,Not Recommended to Attend Other Service,6,108
35-59,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,4,Urban,male,1,0,2019/20,Recommended to Attend Primary and Community Care,1,12
75+,E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,E38000222,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,6,Rural,female,0,1,2020/21,Recommended to Attend Other Service,3,48
35-59,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000241,NHS Humber and North Yorkshire ICB - 42D,10,Urban,male,1,1,2019/20,Ambulance Dispatches,2,48
