ICB23CD,ICB23NM,Der_Financial_Year,toa,mh_snomed,attends
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2018/19,1,1,2554
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,21,0,10868
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,23,1,7953
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2017/18,13,1,15869
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,13,0,2293
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,14,1,14333
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2017/18,20,0,2016
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2017/18,12,0,1725
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,1,0,1862
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,11,0,6703
E54000027,NHS North West London Integrated Care Board,2018/19,15,1,18124
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,18,1,10539
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,16,1,15521
E54000031,NHS South West London Integrated Care Board,2018/19,7,1,6780
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2017/18,12,1,1612
E54000029,NHS North East London Integrated Care Board,2018/19,16,1,6172
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2018/19,14,1,13689
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,11,0,1449
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2018/19,22,1,6134
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2018/19,7,0,180
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,5,1,3044
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2017/18,18,1,6083
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,20,0,47747
E54000027,NHS North West London Integrated Care Board,2021/22,17,1,19294
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2018/19,13,1,8315
E54000064,NHS Sussex Integrated Care Board,2018/19,2,1,4355
E54000063,NHS Surrey Heartlands Integrated Care Board,2017/18,19,0,1024
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2018/19,10,0,2027
E54000041,NHS Dorset Integrated Care Board,2021/22,20,0,6309
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,22,1,2453
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,15,0,4940
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2018/19,17,0,14148
E54000038,NHS Somerset Integrated Care Board,2020/21,19,0,265
E54000032,NHS Kent and Medway Integrated Care Board,2017/18,0,0,8154
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,18,0,37603
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,17,0,15894
E54000054,NHS West Yorkshire Integrated Care Board,2019/20,22,0,5121
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2017/18,10,0,2919
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,20,0,3039
E54000055,NHS Birmingham and Solihull Integrated Care Board,2018/19,18,1,10664
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2018/19,1,0,1214
E54000027,NHS North West London Integrated Care Board,2017/18,13,1,4415
E54000057,NHS Greater Manchester Integrated Care Board,2017/18,10,1,697
E54000027,NHS North West London Integrated Care Board,2017/18,16,1,4493
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,15,0,1703
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2020/21,13,1,7651
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2017/18,23,0,865
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,13,1,4507
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,2,0,840
E54000055,NHS Birmingham and Solihull Integrated Care Board,2018/19,22,1,6832
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2018/19,7,0,1175
E54000038,NHS Somerset Integrated Care Board,2021/22,14,0,360
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2017/18,21,0,2513
E54000055,NHS Birmingham and Solihull Integrated Care Board,2018/19,21,1,8524
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2017/18,1,0,4224
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2018/19,19,1,771
E54000055,NHS Birmingham and Solihull Integrated Care Board,2017/18,21,0,3318
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2017/18,21,0,1800
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,12,1,20911
E54000055,NHS Birmingham and Solihull Integrated Care Board,2017/18,3,0,844
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2018/19,3,1,5026
E54000059,NHS Northamptonshire Integrated Care Board,2020/21,22,1,5611
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,13,1,786
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,6,1,1407
E54000064,NHS Sussex Integrated Care Board,2019/20,2,0,141
E54000038,NHS Somerset Integrated Care Board,2017/18,19,0,3164
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,7,1,12759
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,15,1,4290
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2017/18,1,0,496
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2018/19,23,1,3777
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,7,0,1913
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,4,0,705
E54000037,NHS Devon Integrated Care Board,2018/19,1,0,2194
E54000034,NHS Frimley Integrated Care Board,2021/22,4,1,1377
E54000062,NHS Black Country Integrated Care Board,2019/20,23,1,1957
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,5,1,2701
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,14,1,11327
E54000038,NHS Somerset Integrated Care Board,2020/21,22,1,183
E54000030,NHS South East London Integrated Care Board,2017/18,2,0,1223
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,6,1,4760
E54000029,NHS North East London Integrated Care Board,2021/22,14,0,22076
E54000027,NHS North West London Integrated Care Board,2021/22,2,0,3422
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,16,0,5235
E54000037,NHS Devon Integrated Care Board,2019/20,23,1,2622
E54000028,NHS North Central London Integrated Care Board,2021/22,14,0,3215
E54000064,NHS Sussex Integrated Care Board,2021/22,2,1,204
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,15,0,3280
E54000043,NHS Gloucestershire Integrated Care Board,2018/19,20,0,2783
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,17,1,8457
E54000055,NHS Birmingham and Solihull Integrated Care Board,2019/20,6,0,2864
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2018/19,1,1,2488
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,1,2041
E54000059,NHS Northamptonshire Integrated Care Board,2018/19,4,1,152
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,0,0,2478
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,8,1,6211
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2018/19,6,1,1189
E54000061,NHS South Yorkshire Integrated Care Board,2018/19,5,0,625
E54000038,NHS Somerset Integrated Care Board,2018/19,3,0,608
E54000064,NHS Sussex Integrated Care Board,2018/19,16,1,14387
E54000062,NHS Black Country Integrated Care Board,2021/22,4,0,94
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2017/18,5,0,3116
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,19,1,623
E54000027,NHS North West London Integrated Care Board,2019/20,19,1,28945
E54000030,NHS South East London Integrated Care Board,2017/18,1,0,1445
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,1,1,161
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,9,0,6240
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,14,1,12016
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,2,1,1852
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,8,0,3928
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2018/19,7,1,11175
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,4,0,693
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,14,1,8940
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2017/18,23,1,2423
E54000043,NHS Gloucestershire Integrated Care Board,2020/21,7,0,1838
E54000030,NHS South East London Integrated Care Board,2019/20,16,1,18708
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2018/19,21,1,17910
E54000027,NHS North West London Integrated Care Board,2018/19,5,1,4676
E54000029,NHS North East London Integrated Care Board,2019/20,10,0,11890
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,8,0,117
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,15,1,14227
E54000037,NHS Devon Integrated Care Board,2020/21,8,1,476
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2018/19,19,1,12968
E54000058,NHS Derby and Derbyshire Integrated Care Board,2017/18,17,1,599
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2017/18,2,1,120
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,10,0,316
E54000059,NHS Northamptonshire Integrated Care Board,2017/18,10,0,10776
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,8,1,852
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,2,0,4468
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,23,1,5101
E54000013,NHS Lincolnshire Integrated Care Board,2017/18,8,0,9313
E54000022,NHS Norfolk and Waveney Integrated Care Board,2017/18,10,1,12455
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,12,1,343
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,13,0,11480
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2017/18,3,1,299
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2018/19,4,1,667
E54000028,NHS North Central London Integrated Care Board,2021/22,6,1,618
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,0,0,1391
E54000041,NHS Dorset Integrated Care Board,2020/21,18,1,6498
E54000038,NHS Somerset Integrated Care Board,2017/18,6,1,1450
E54000027,NHS North West London Integrated Care Board,2018/19,11,1,22817
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2017/18,12,1,8384
E54000050,NHS North East and North Cumbria Integrated Care Board,2017/18,10,1,1044
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,22,0,5054
E54000058,NHS Derby and Derbyshire Integrated Care Board,2019/20,2,1,3879
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2017/18,14,0,21384
E54000055,NHS Birmingham and Solihull Integrated Care Board,2017/18,2,1,1590
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,9,0,23255
E54000026,NHS Mid and South Essex Integrated Care Board,2021/22,13,0,4792
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,15,1,15200
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2017/18,23,0,1394
E54000038,NHS Somerset Integrated Care Board,2019/20,13,0,248
E54000029,NHS North East London Integrated Care Board,2021/22,9,1,33484
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2017/18,7,0,7976
E54000030,NHS South East London Integrated Care Board,2017/18,10,1,5392
E54000029,NHS North East London Integrated Care Board,2020/21,8,0,12429
E54000031,NHS South West London Integrated Care Board,2020/21,17,1,10432
E54000059,NHS Northamptonshire Integrated Care Board,2021/22,12,0,3705
E54000059,NHS Northamptonshire Integrated Care Board,2017/18,18,1,814
E54000043,NHS Gloucestershire Integrated Care Board,2018/19,3,0,689
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,20,1,663
E54000038,NHS Somerset Integrated Care Board,2020/21,19,1,301
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,16,0,31209
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,16,0,6953
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,19,1,9946
E54000013,NHS Lincolnshire Integrated Care Board,2018/19,22,1,366
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,4,0,1104
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2018/19,15,0,20676
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2018/19,18,1,11297
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,18,1,27717
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,13,0,3422
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,13,0,8735
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,21,0,6843
E54000028,NHS North Central London Integrated Care Board,2017/18,3,0,1850
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,12,1,17582
E54000062,NHS Black Country Integrated Care Board,2021/22,16,0,543
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2017/18,12,0,3317
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,22,0,2594
E54000031,NHS South West London Integrated Care Board,2019/20,0,0,4821
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,2,0,648
E54000034,NHS Frimley Integrated Care Board,2018/19,11,0,1924
E54000037,NHS Devon Integrated Care Board,2017/18,10,0,3856
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,10,1,1501
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,3,1,3060
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2018/19,23,1,4272
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,9,0,21420
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,22,0,5580
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,10,1,17871
E54000031,NHS South West London Integrated Care Board,2018/19,0,0,2772
E54000029,NHS North East London Integrated Care Board,2018/19,7,0,1411
E54000059,NHS Northamptonshire Integrated Care Board,2017/18,18,0,14295
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2017/18,3,1,846
E54000034,NHS Frimley Integrated Care Board,2019/20,2,1,1818
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,8,1,15115
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,20,1,572
E54000038,NHS Somerset Integrated Care Board,2020/21,1,1,79
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2017/18,13,1,3687
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,8,1,16475
E54000013,NHS Lincolnshire Integrated Care Board,2017/18,0,1,585
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,8,0,6496
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,12,0,5789
E54000013,NHS Lincolnshire Integrated Care Board,2017/18,11,0,9338
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,7,1,6988
E54000038,NHS Somerset Integrated Care Board,2018/19,7,1,2329
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,12,1,15830
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,13,0,3301
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2018/19,9,1,11557
E54000059,NHS Northamptonshire Integrated Care Board,2019/20,15,1,7513
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,5,0,2583
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2019/20,11,1,880
E54000031,NHS South West London Integrated Care Board,2019/20,4,1,2464
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,3,1,2848
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,20,1,7846
E54000041,NHS Dorset Integrated Care Board,2017/18,18,0,1586
E54000031,NHS South West London Integrated Care Board,2021/22,12,0,10808
E54000013,NHS Lincolnshire Integrated Care Board,2019/20,5,1,1975
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,6,0,1409
E54000030,NHS South East London Integrated Care Board,2021/22,20,0,12650
E54000062,NHS Black Country Integrated Care Board,2018/19,14,1,7062
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,0,0,206
E54000037,NHS Devon Integrated Care Board,2017/18,14,0,3345
E54000037,NHS Devon Integrated Care Board,2021/22,16,0,447
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,0,1,197
