Integrated care boards Code,Integrated care boards,Ethnic group (20 categories) Code,Ethnic group (20 categories),Age (7 categories) Code,Age (7 categories),Observation
E54000031,NHS South West London Integrated Care Board,15,White: Gypsy or Irish Traveller,4,Aged 18 to 20 years,37
E54000031,NHS South West London Integrated Care Board,15,White: Gypsy or Irish Traveller,5,Aged 21 to 24 years,43
E54000031,NHS South West London Integrated Care Board,15,White: Gypsy or Irish Traveller,6,Aged 25 to 29 years,71
E54000031,NHS South West London Integrated Care Board,15,White: Gypsy or Irish Traveller,7,Aged 30 years and over,408
E54000031,NHS South West London Integrated Care Board,16,White: Roma,1,Aged 4 years and under,245
E54000031,NHS South West London Integrated Care Board,16,White: Roma,2,Aged 5 to 15 years,404
E54000031,NHS South West London Integrated Care Board,16,White: Roma,3,Aged 16 to 17 years,56
E54000031,NHS South West London Integrated Care Board,16,White: Roma,4,Aged 18 to 20 years,100
E54000031,NHS South West London Integrated Care Board,16,White: Roma,5,Aged 21 to 24 years,338
E54000031,NHS South West London Integrated Care Board,16,White: Roma,6,Aged 25 to 29 years,736
E54000031,NHS South West London Integrated Care Board,16,White: Roma,7,Aged 30 years and over,2948
E54000031,NHS South West London Integrated Care Board,17,White: Other White,1,Aged 4 years and under,9089
E54000031,NHS South West London Integrated Care Board,17,White: Other White,2,Aged 5 to 15 years,19700
E54000031,NHS South West London Integrated Care Board,17,White: Other White,3,Aged 16 to 17 years,2961
E54000031,NHS South West London Integrated Care Board,17,White: Other White,4,Aged 18 to 20 years,3629
E54000031,NHS South West London Integrated Care Board,17,White: Other White,5,Aged 21 to 24 years,7804
E54000031,NHS South West London Integrated Care Board,17,White: Other White,6,Aged 25 to 29 years,18202
E54000031,NHS South West London Integrated Care Board,17,White: Other White,7,Aged 30 years and over,135429
E54000031,NHS South West London Integrated Care Board,18,Other ethnic group: Arab,1,Aged 4 years and under,959
E54000031,NHS South West London Integrated Care Board,18,Other ethnic group: Arab,2,Aged 5 to 15 years,2403
E54000031,NHS South West London Integrated Care Board,18,Other ethnic group: Arab,3,Aged 16 to 17 years,443
E54000031,NHS South West London Integrated Care Board,18,Other ethnic group: Arab,4,Aged 18 to 20 years,621
E54000031,NHS South West London Integrated Care Board,18,Other ethnic group: Arab,5,Aged 21 to 24 years,837
E54000031,NHS South West London Integrated Care Board,18,Other ethnic group: Arab,6,Aged 25 to 29 years,1083
E54000031,NHS South West London Integrated Care Board,18,Other ethnic group: Arab,7,Aged 30 years and over,8391
E54000031,NHS South West London Integrated Care Board,19,Other ethnic group: Any other ethnic group,1,Aged 4 years and under,2159
E54000031,NHS South West London Integrated Care Board,19,Other ethnic group: Any other ethnic group,2,Aged 5 to 15 years,6092
E54000031,NHS South West London Integrated Care Board,19,Other ethnic group: Any other ethnic group,3,Aged 16 to 17 years,1147
E54000031,NHS South West London Integrated Care Board,19,Other ethnic group: Any other ethnic group,4,Aged 18 to 20 years,1568
E54000031,NHS South West London Integrated Care Board,19,Other ethnic group: Any other ethnic group,5,Aged 21 to 24 years,2316
E54000031,NHS South West London Integrated Care Board,19,Other ethnic group: Any other ethnic group,6,Aged 25 to 29 years,3608
E54000031,NHS South West London Integrated Care Board,19,Other ethnic group: Any other ethnic group,7,Aged 30 years and over,29768
E54000032,NHS Kent and Medway Integrated Care Board,-8,Does not apply,1,Aged 4 years and under,0
E54000032,NHS Kent and Medway Integrated Care Board,-8,Does not apply,2,Aged 5 to 15 years,0
E54000032,NHS Kent and Medway Integrated Care Board,-8,Does not apply,3,Aged 16 to 17 years,0
E54000032,NHS Kent and Medway Integrated Care Board,-8,Does not apply,4,Aged 18 to 20 years,0
E54000032,NHS Kent and Medway Integrated Care Board,-8,Does not apply,5,Aged 21 to 24 years,0
E54000032,NHS Kent and Medway Integrated Care Board,-8,Does not apply,6,Aged 25 to 29 years,0
E54000032,NHS Kent and Medway Integrated Care Board,-8,Does not apply,7,Aged 30 years and over,0
E54000032,NHS Kent and Medway Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1,Aged 4 years and under,667
E54000032,NHS Kent and Medway Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2,Aged 5 to 15 years,1455
E54000032,NHS Kent and Medway Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3,Aged 16 to 17 years,262
E54000032,NHS Kent and Medway Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4,Aged 18 to 20 years,348
E54000032,NHS Kent and Medway Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5,Aged 21 to 24 years,457
E54000032,NHS Kent and Medway Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6,Aged 25 to 29 years,520
E54000032,NHS Kent and Medway Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7,Aged 30 years and over,3586
E54000032,NHS Kent and Medway Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",1,Aged 4 years and under,343
E54000032,NHS Kent and Medway Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",2,Aged 5 to 15 years,1286
E54000032,NHS Kent and Medway Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",3,Aged 16 to 17 years,289
E54000032,NHS Kent and Medway Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",4,Aged 18 to 20 years,365
E54000032,NHS Kent and Medway Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",5,Aged 21 to 24 years,504
E54000032,NHS Kent and Medway Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",6,Aged 25 to 29 years,493
E54000032,NHS Kent and Medway Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",7,Aged 30 years and over,5649
E54000032,NHS Kent and Medway Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",1,Aged 4 years and under,1985
E54000032,NHS Kent and Medway Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",2,Aged 5 to 15 years,5429
E54000032,NHS Kent and Medway Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",3,Aged 16 to 17 years,789
E54000032,NHS Kent and Medway Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",4,Aged 18 to 20 years,1051
E54000032,NHS Kent and Medway Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",5,Aged 21 to 24 years,1431
E54000032,NHS Kent and Medway Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",6,Aged 25 to 29 years,1921
E54000032,NHS Kent and Medway Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",7,Aged 30 years and over,21525
E54000032,NHS Kent and Medway Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",1,Aged 4 years and under,612
E54000032,NHS Kent and Medway Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",2,Aged 5 to 15 years,1313
E54000032,NHS Kent and Medway Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",3,Aged 16 to 17 years,174
E54000032,NHS Kent and Medway Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",4,Aged 18 to 20 years,304
E54000032,NHS Kent and Medway Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",5,Aged 21 to 24 years,361
E54000032,NHS Kent and Medway Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",6,Aged 25 to 29 years,454
E54000032,NHS Kent and Medway Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",7,Aged 30 years and over,3605
E54000032,NHS Kent and Medway Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",1,Aged 4 years and under,1689
E54000032,NHS Kent and Medway Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",2,Aged 5 to 15 years,4198
E54000032,NHS Kent and Medway Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",3,Aged 16 to 17 years,849
E54000032,NHS Kent and Medway Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",4,Aged 18 to 20 years,1158
E54000032,NHS Kent and Medway Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",5,Aged 21 to 24 years,1808
E54000032,NHS Kent and Medway Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",6,Aged 25 to 29 years,2396
E54000032,NHS Kent and Medway Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",7,Aged 30 years and over,17145
E54000032,NHS Kent and Medway Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",1,Aged 4 years and under,3031
E54000032,NHS Kent and Medway Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",2,Aged 5 to 15 years,8546
E54000032,NHS Kent and Medway Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",3,Aged 16 to 17 years,1477
E54000032,NHS Kent and Medway Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",4,Aged 18 to 20 years,2413
E54000032,NHS Kent and Medway Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",5,Aged 21 to 24 years,2241
E54000032,NHS Kent and Medway Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",6,Aged 25 to 29 years,2511
E54000032,NHS Kent and Medway Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",7,Aged 30 years and over,21457
E54000032,NHS Kent and Medway Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1,Aged 4 years and under,315
E54000032,NHS Kent and Medway Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2,Aged 5 to 15 years,798
E54000032,NHS Kent and Medway Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3,Aged 16 to 17 years,163
E54000032,NHS Kent and Medway Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4,Aged 18 to 20 years,445
E54000032,NHS Kent and Medway Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5,Aged 21 to 24 years,451
E54000032,NHS Kent and Medway Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6,Aged 25 to 29 years,548
E54000032,NHS Kent and Medway Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7,Aged 30 years and over,5788
E54000032,NHS Kent and Medway Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1,Aged 4 years and under,1046
E54000032,NHS Kent and Medway Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2,Aged 5 to 15 years,2377
E54000032,NHS Kent and Medway Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3,Aged 16 to 17 years,314
E54000032,NHS Kent and Medway Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4,Aged 18 to 20 years,307
E54000032,NHS Kent and Medway Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5,Aged 21 to 24 years,271
E54000032,NHS Kent and Medway Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6,Aged 25 to 29 years,291
E54000032,NHS Kent and Medway Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7,Aged 30 years and over,1967
E54000032,NHS Kent and Medway Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,1,Aged 4 years and under,2104
E54000032,NHS Kent and Medway Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,2,Aged 5 to 15 years,4733
E54000032,NHS Kent and Medway Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,3,Aged 16 to 17 years,717
E54000032,NHS Kent and Medway Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,4,Aged 18 to 20 years,694
E54000032,NHS Kent and Medway Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,5,Aged 21 to 24 years,790
E54000032,NHS Kent and Medway Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,6,Aged 25 to 29 years,811
E54000032,NHS Kent and Medway Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,7,Aged 30 years and over,4248
E54000032,NHS Kent and Medway Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,1,Aged 4 years and under,1279
E54000032,NHS Kent and Medway Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,2,Aged 5 to 15 years,2733
E54000032,NHS Kent and Medway Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,3,Aged 16 to 17 years,359
E54000032,NHS Kent and Medway Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,4,Aged 18 to 20 years,381
E54000032,NHS Kent and Medway Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,5,Aged 21 to 24 years,374
E54000032,NHS Kent and Medway Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,6,Aged 25 to 29 years,339
E54000032,NHS Kent and Medway Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,7,Aged 30 years and over,1623
E54000032,NHS Kent and Medway Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1,Aged 4 years and under,1556
E54000032,NHS Kent and Medway Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2,Aged 5 to 15 years,3448
E54000032,NHS Kent and Medway Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3,Aged 16 to 17 years,541
E54000032,NHS Kent and Medway Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4,Aged 18 to 20 years,688
E54000032,NHS Kent and Medway Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5,Aged 21 to 24 years,955
E54000032,NHS Kent and Medway Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6,Aged 25 to 29 years,982
E54000032,NHS Kent and Medway Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7,Aged 30 years and over,3406
E54000032,NHS Kent and Medway Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1,Aged 4 years and under,1646
E54000032,NHS Kent and Medway Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2,Aged 5 to 15 years,3218
E54000032,NHS Kent and Medway Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3,Aged 16 to 17 years,502
E54000032,NHS Kent and Medway Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4,Aged 18 to 20 years,558
E54000032,NHS Kent and Medway Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5,Aged 21 to 24 years,631
E54000032,NHS Kent and Medway Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6,Aged 25 to 29 years,708
E54000032,NHS Kent and Medway Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7,Aged 30 years and over,4600
E54000032,NHS Kent and Medway Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",1,Aged 4 years and under,81144
E54000032,NHS Kent and Medway Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",2,Aged 5 to 15 years,196153
E54000032,NHS Kent and Medway Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",3,Aged 16 to 17 years,34487
E54000032,NHS Kent and Medway Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",4,Aged 18 to 20 years,44285
E54000032,NHS Kent and Medway Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",5,Aged 21 to 24 years,64680
E54000032,NHS Kent and Medway Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",6,Aged 25 to 29 years,86887
E54000032,NHS Kent and Medway Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",7,Aged 30 years and over,1022409
E54000032,NHS Kent and Medway Integrated Care Board,14,White: Irish,1,Aged 4 years and under,175
E54000032,NHS Kent and Medway Integrated Care Board,14,White: Irish,2,Aged 5 to 15 years,502
E54000032,NHS Kent and Medway Integrated Care Board,14,White: Irish,3,Aged 16 to 17 years,145
E54000032,NHS Kent and Medway Integrated Care Board,14,White: Irish,4,Aged 18 to 20 years,170
E54000032,NHS Kent and Medway Integrated Care Board,14,White: Irish,5,Aged 21 to 24 years,282
E54000032,NHS Kent and Medway Integrated Care Board,14,White: Irish,6,Aged 25 to 29 years,432
E54000032,NHS Kent and Medway Integrated Care Board,14,White: Irish,7,Aged 30 years and over,11009
E54000032,NHS Kent and Medway Integrated Care Board,15,White: Gypsy or Irish Traveller,1,Aged 4 years and under,705
E54000032,NHS Kent and Medway Integrated Care Board,15,White: Gypsy or Irish Traveller,2,Aged 5 to 15 years,1443
E54000032,NHS Kent and Medway Integrated Care Board,15,White: Gypsy or Irish Traveller,3,Aged 16 to 17 years,200
E54000032,NHS Kent and Medway Integrated Care Board,15,White: Gypsy or Irish Traveller,4,Aged 18 to 20 years,269
E54000032,NHS Kent and Medway Integrated Care Board,15,White: Gypsy or Irish Traveller,5,Aged 21 to 24 years,383
E54000032,NHS Kent and Medway Integrated Care Board,15,White: Gypsy or Irish Traveller,6,Aged 25 to 29 years,459
E54000032,NHS Kent and Medway Integrated Care Board,15,White: Gypsy or Irish Traveller,7,Aged 30 years and over,2763
E54000032,NHS Kent and Medway Integrated Care Board,16,White: Roma,1,Aged 4 years and under,196
E54000032,NHS Kent and Medway Integrated Care Board,16,White: Roma,2,Aged 5 to 15 years,458
E54000032,NHS Kent and Medway Integrated Care Board,16,White: Roma,3,Aged 16 to 17 years,86
E54000032,NHS Kent and Medway Integrated Care Board,16,White: Roma,4,Aged 18 to 20 years,130
E54000032,NHS Kent and Medway Integrated Care Board,16,White: Roma,5,Aged 21 to 24 years,199
E54000032,NHS Kent and Medway Integrated Care Board,16,White: Roma,6,Aged 25 to 29 years,265
E54000032,NHS Kent and Medway Integrated Care Board,16,White: Roma,7,Aged 30 years and over,1389
E54000032,NHS Kent and Medway Integrated Care Board,17,White: Other White,1,Aged 4 years and under,4634
E54000032,NHS Kent and Medway Integrated Care Board,17,White: Other White,2,Aged 5 to 15 years,10404
E54000032,NHS Kent and Medway Integrated Care Board,17,White: Other White,3,Aged 16 to 17 years,1653
E54000032,NHS Kent and Medway Integrated Care Board,17,White: Other White,4,Aged 18 to 20 years,2457
E54000032,NHS Kent and Medway Integrated Care Board,17,White: Other White,5,Aged 21 to 24 years,4007
E54000032,NHS Kent and Medway Integrated Care Board,17,White: Other White,6,Aged 25 to 29 years,7374
E54000032,NHS Kent and Medway Integrated Care Board,17,White: Other White,7,Aged 30 years and over,62515
E54000032,NHS Kent and Medway Integrated Care Board,18,Other ethnic group: Arab,1,Aged 4 years and under,213
E54000032,NHS Kent and Medway Integrated Care Board,18,Other ethnic group: Arab,2,Aged 5 to 15 years,570
E54000032,NHS Kent and Medway Integrated Care Board,18,Other ethnic group: Arab,3,Aged 16 to 17 years,91
E54000032,NHS Kent and Medway Integrated Care Board,18,Other ethnic group: Arab,4,Aged 18 to 20 years,225
E54000032,NHS Kent and Medway Integrated Care Board,18,Other ethnic group: Arab,5,Aged 21 to 24 years,216
E54000032,NHS Kent and Medway Integrated Care Board,18,Other ethnic group: Arab,6,Aged 25 to 29 years,271
E54000032,NHS Kent and Medway Integrated Care Board,18,Other ethnic group: Arab,7,Aged 30 years and over,1671
E54000032,NHS Kent and Medway Integrated Care Board,19,Other ethnic group: Any other ethnic group,1,Aged 4 years and under,1253
E54000032,NHS Kent and Medway Integrated Care Board,19,Other ethnic group: Any other ethnic group,2,Aged 5 to 15 years,2859
E54000032,NHS Kent and Medway Integrated Care Board,19,Other ethnic group: Any other ethnic group,3,Aged 16 to 17 years,527
E54000032,NHS Kent and Medway Integrated Care Board,19,Other ethnic group: Any other ethnic group,4,Aged 18 to 20 years,778
E54000032,NHS Kent and Medway Integrated Care Board,19,Other ethnic group: Any other ethnic group,5,Aged 21 to 24 years,1083
E54000032,NHS Kent and Medway Integrated Care Board,19,Other ethnic group: Any other ethnic group,6,Aged 25 to 29 years,1338
E54000032,NHS Kent and Medway Integrated Care Board,19,Other ethnic group: Any other ethnic group,7,Aged 30 years and over,12187
E54000034,NHS Frimley Integrated Care Board,-8,Does not apply,1,Aged 4 years and under,0
E54000034,NHS Frimley Integrated Care Board,-8,Does not apply,2,Aged 5 to 15 years,0
E54000034,NHS Frimley Integrated Care Board,-8,Does not apply,3,Aged 16 to 17 years,0
E54000034,NHS Frimley Integrated Care Board,-8,Does not apply,4,Aged 18 to 20 years,0
E54000034,NHS Frimley Integrated Care Board,-8,Does not apply,5,Aged 21 to 24 years,0
E54000034,NHS Frimley Integrated Care Board,-8,Does not apply,6,Aged 25 to 29 years,0
E54000034,NHS Frimley Integrated Care Board,-8,Does not apply,7,Aged 30 years and over,0
E54000034,NHS Frimley Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1,Aged 4 years and under,212
E54000034,NHS Frimley Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2,Aged 5 to 15 years,475
E54000034,NHS Frimley Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3,Aged 16 to 17 years,79
E54000034,NHS Frimley Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4,Aged 18 to 20 years,168
E54000034,NHS Frimley Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5,Aged 21 to 24 years,175
E54000034,NHS Frimley Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6,Aged 25 to 29 years,201
E54000034,NHS Frimley Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7,Aged 30 years and over,1358
E54000034,NHS Frimley Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",1,Aged 4 years and under,166
E54000034,NHS Frimley Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",2,Aged 5 to 15 years,677
E54000034,NHS Frimley Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",3,Aged 16 to 17 years,100
E54000034,NHS Frimley Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",4,Aged 18 to 20 years,195
E54000034,NHS Frimley Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",5,Aged 21 to 24 years,293
E54000034,NHS Frimley Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",6,Aged 25 to 29 years,276
E54000034,NHS Frimley Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",7,Aged 30 years and over,3223
E54000034,NHS Frimley Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",1,Aged 4 years and under,3564
E54000034,NHS Frimley Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",2,Aged 5 to 15 years,8345
E54000034,NHS Frimley Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",3,Aged 16 to 17 years,1104
E54000034,NHS Frimley Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",4,Aged 18 to 20 years,1203
E54000034,NHS Frimley Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",5,Aged 21 to 24 years,1724
E54000034,NHS Frimley Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",6,Aged 25 to 29 years,2780
E54000034,NHS Frimley Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",7,Aged 30 years and over,32202
E54000034,NHS Frimley Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",1,Aged 4 years and under,4102
E54000034,NHS Frimley Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",2,Aged 5 to 15 years,9669
E54000034,NHS Frimley Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",3,Aged 16 to 17 years,1502
E54000034,NHS Frimley Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",4,Aged 18 to 20 years,2028
E54000034,NHS Frimley Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",5,Aged 21 to 24 years,2356
E54000034,NHS Frimley Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",6,Aged 25 to 29 years,3117
E54000034,NHS Frimley Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",7,Aged 30 years and over,22176
E54000034,NHS Frimley Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",1,Aged 4 years and under,1645
E54000034,NHS Frimley Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",2,Aged 5 to 15 years,3815
E54000034,NHS Frimley Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",3,Aged 16 to 17 years,692
E54000034,NHS Frimley Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",4,Aged 18 to 20 years,979
E54000034,NHS Frimley Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",5,Aged 21 to 24 years,1570
E54000034,NHS Frimley Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",6,Aged 25 to 29 years,2541
E54000034,NHS Frimley Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",7,Aged 30 years and over,17504
E54000034,NHS Frimley Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",1,Aged 4 years and under,980
E54000034,NHS Frimley Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",2,Aged 5 to 15 years,2735
E54000034,NHS Frimley Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",3,Aged 16 to 17 years,542
E54000034,NHS Frimley Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",4,Aged 18 to 20 years,645
E54000034,NHS Frimley Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",5,Aged 21 to 24 years,809
E54000034,NHS Frimley Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",6,Aged 25 to 29 years,1000
E54000034,NHS Frimley Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",7,Aged 30 years and over,7876
E54000034,NHS Frimley Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1,Aged 4 years and under,157
E54000034,NHS Frimley Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2,Aged 5 to 15 years,500
E54000034,NHS Frimley Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3,Aged 16 to 17 years,117
E54000034,NHS Frimley Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4,Aged 18 to 20 years,162
E54000034,NHS Frimley Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5,Aged 21 to 24 years,225
E54000034,NHS Frimley Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6,Aged 25 to 29 years,362
E54000034,NHS Frimley Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7,Aged 30 years and over,3664
E54000034,NHS Frimley Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1,Aged 4 years and under,363
E54000034,NHS Frimley Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2,Aged 5 to 15 years,1014
E54000034,NHS Frimley Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3,Aged 16 to 17 years,124
E54000034,NHS Frimley Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4,Aged 18 to 20 years,98
