Integrated care boards Code,Integrated care boards,Ethnic group (20 categories) Code,Ethnic group (20 categories),Age (7 categories) Code,Age (7 categories),Observation
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",5,Aged 21 to 24 years,1755
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",6,Aged 25 to 29 years,2057
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",7,Aged 30 years and over,13184
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",1,Aged 4 years and under,215
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",2,Aged 5 to 15 years,620
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",3,Aged 16 to 17 years,101
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",4,Aged 18 to 20 years,84
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",5,Aged 21 to 24 years,441
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",6,Aged 25 to 29 years,492
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2,"Asian, Asian British or Asian Welsh: Chinese",7,Aged 30 years and over,4009
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",1,Aged 4 years and under,2909
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",2,Aged 5 to 15 years,5936
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",3,Aged 16 to 17 years,791
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",4,Aged 18 to 20 years,782
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",5,Aged 21 to 24 years,2142
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",6,Aged 25 to 29 years,3119
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",3,"Asian, Asian British or Asian Welsh: Indian",7,Aged 30 years and over,26621
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",1,Aged 4 years and under,5336
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",2,Aged 5 to 15 years,12423
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",3,Aged 16 to 17 years,2071
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",4,Aged 18 to 20 years,2512
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",5,Aged 21 to 24 years,3017
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",6,Aged 25 to 29 years,3854
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",4,"Asian, Asian British or Asian Welsh: Pakistani",7,Aged 30 years and over,25786
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",1,Aged 4 years and under,1547
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",2,Aged 5 to 15 years,4204
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",3,Aged 16 to 17 years,660
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",4,Aged 18 to 20 years,694
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",5,Aged 21 to 24 years,927
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",6,Aged 25 to 29 years,1323
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",5,"Asian, Asian British or Asian Welsh: Other Asian",7,Aged 30 years and over,11303
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",6,"Black, Black British, Black Welsh, Caribbean or African: African",1,Aged 4 years and under,2717
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",6,"Black, Black British, Black Welsh, Caribbean or African: African",2,Aged 5 to 15 years,8609
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",6,"Black, Black British, Black Welsh, Caribbean or African: African",3,Aged 16 to 17 years,1713
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",6,"Black, Black British, Black Welsh, Caribbean or African: African",4,Aged 18 to 20 years,1720
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",6,"Black, Black British, Black Welsh, Caribbean or African: African",5,Aged 21 to 24 years,2478
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",6,"Black, Black British, Black Welsh, Caribbean or African: African",6,Aged 25 to 29 years,2771
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",6,"Black, Black British, Black Welsh, Caribbean or African: African",7,Aged 30 years and over,22764
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1,Aged 4 years and under,550
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2,Aged 5 to 15 years,1619
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3,Aged 16 to 17 years,362
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4,Aged 18 to 20 years,443
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5,Aged 21 to 24 years,750
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6,Aged 25 to 29 years,1089
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7,Aged 30 years and over,11775
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1,Aged 4 years and under,1188
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2,Aged 5 to 15 years,2810
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3,Aged 16 to 17 years,452
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4,Aged 18 to 20 years,361
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5,Aged 21 to 24 years,374
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6,Aged 25 to 29 years,365
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7,Aged 30 years and over,2687
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",9,Mixed or Multiple ethnic groups: White and Asian,1,Aged 4 years and under,1922
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",9,Mixed or Multiple ethnic groups: White and Asian,2,Aged 5 to 15 years,3582
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",9,Mixed or Multiple ethnic groups: White and Asian,3,Aged 16 to 17 years,479
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",9,Mixed or Multiple ethnic groups: White and Asian,4,Aged 18 to 20 years,446
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",9,Mixed or Multiple ethnic groups: White and Asian,5,Aged 21 to 24 years,554
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",9,Mixed or Multiple ethnic groups: White and Asian,6,Aged 25 to 29 years,629
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",9,Mixed or Multiple ethnic groups: White and Asian,7,Aged 30 years and over,2539
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",10,Mixed or Multiple ethnic groups: White and Black African,1,Aged 4 years and under,1102
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",10,Mixed or Multiple ethnic groups: White and Black African,2,Aged 5 to 15 years,2143
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",10,Mixed or Multiple ethnic groups: White and Black African,3,Aged 16 to 17 years,257
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",10,Mixed or Multiple ethnic groups: White and Black African,4,Aged 18 to 20 years,262
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",10,Mixed or Multiple ethnic groups: White and Black African,5,Aged 21 to 24 years,313
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",10,Mixed or Multiple ethnic groups: White and Black African,6,Aged 25 to 29 years,276
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",10,Mixed or Multiple ethnic groups: White and Black African,7,Aged 30 years and over,1524
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",11,Mixed or Multiple ethnic groups: White and Black Caribbean,1,Aged 4 years and under,2210
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",11,Mixed or Multiple ethnic groups: White and Black Caribbean,2,Aged 5 to 15 years,4190
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",11,Mixed or Multiple ethnic groups: White and Black Caribbean,3,Aged 16 to 17 years,588
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",11,Mixed or Multiple ethnic groups: White and Black Caribbean,4,Aged 18 to 20 years,685
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",11,Mixed or Multiple ethnic groups: White and Black Caribbean,5,Aged 21 to 24 years,979
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",11,Mixed or Multiple ethnic groups: White and Black Caribbean,6,Aged 25 to 29 years,1161
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",11,Mixed or Multiple ethnic groups: White and Black Caribbean,7,Aged 30 years and over,3462
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1,Aged 4 years and under,1540
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2,Aged 5 to 15 years,2882
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3,Aged 16 to 17 years,403
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4,Aged 18 to 20 years,379
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5,Aged 21 to 24 years,503
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6,Aged 25 to 29 years,613
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7,Aged 30 years and over,3322
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",13,"White: English, Welsh, Scottish, Northern Irish or British",1,Aged 4 years and under,32420
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",13,"White: English, Welsh, Scottish, Northern Irish or British",2,Aged 5 to 15 years,78360
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",13,"White: English, Welsh, Scottish, Northern Irish or British",3,Aged 16 to 17 years,13499
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",13,"White: English, Welsh, Scottish, Northern Irish or British",4,Aged 18 to 20 years,16223
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",13,"White: English, Welsh, Scottish, Northern Irish or British",5,Aged 21 to 24 years,25655
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",13,"White: English, Welsh, Scottish, Northern Irish or British",6,Aged 25 to 29 years,37008
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",13,"White: English, Welsh, Scottish, Northern Irish or British",7,Aged 30 years and over,417597
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",14,White: Irish,1,Aged 4 years and under,160
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",14,White: Irish,2,Aged 5 to 15 years,474
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",14,White: Irish,3,Aged 16 to 17 years,98
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",14,White: Irish,4,Aged 18 to 20 years,129
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",14,White: Irish,5,Aged 21 to 24 years,240
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",14,White: Irish,6,Aged 25 to 29 years,397
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",14,White: Irish,7,Aged 30 years and over,10846
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",15,White: Gypsy or Irish Traveller,1,Aged 4 years and under,128
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",15,White: Gypsy or Irish Traveller,2,Aged 5 to 15 years,265
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",15,White: Gypsy or Irish Traveller,3,Aged 16 to 17 years,27
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",15,White: Gypsy or Irish Traveller,4,Aged 18 to 20 years,40
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",15,White: Gypsy or Irish Traveller,5,Aged 21 to 24 years,72
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",15,White: Gypsy or Irish Traveller,6,Aged 25 to 29 years,64
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",15,White: Gypsy or Irish Traveller,7,Aged 30 years and over,447
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",16,White: Roma,1,Aged 4 years and under,171
